BJD - 2454833, Corrected Flux
2166.926178750, 0.999430729,
2166.946610730, 0.999357172,
2166.967042610, 0.998818790,
2166.987474390, 0.993061777,
2167.007906370, 0.990137324,
2167.028338248, 0.992396897,
2167.048770027, 0.998626200,
2167.069202005, 0.999343665,
2167.110065660, 0.999476987,
2167.130497637, 0.999433942,
2167.150929514, 0.999449604,
2167.171361290, 0.999358482,
2167.212225141, 0.999386546,
2167.232657015, 0.999547599,
2167.253088889, 0.999477954,
2167.273520764, 0.999442886,
2167.293952637, 0.999479405,
2167.314384510, 0.999473131,
2167.355248355, 0.999565962,
2167.375680128, 0.999429596,
2167.396111999, 0.999396037,
2167.416543970, 0.999474148,
2167.457407611, 0.999480179,
2167.477839581, 0.999425340,
2167.498271350, 0.999570894,
2167.518703219, 0.999534488,
2167.539135188, 0.999516889,
2167.559566956, 0.999473010,
2167.600430791, 0.999452915,
2167.620862558, 0.999562138,
2167.641294425, 0.999496855,
2167.661726391, 0.999469611,
2167.682158157, 0.999515367,
2167.702590022, 0.999750505,
2167.723021987, 0.999530417,
2167.743453852, 0.999509280,
2167.763885616, 0.999561619,
2167.784317580, 0.999654758,
2167.804749443, 0.999542330,
2167.845613168, 0.999552987,
2167.866045030, 0.999534612,
2167.886476992, 0.999595482,
2167.906908753, 0.999480306,
2167.927340614, 0.999517635,
2167.947772575, 0.999510672,
2167.968204335, 0.999598123,
2167.988636194, 0.999528501,
2168.009068154, 0.999598771,
2168.029499912, 0.999664825,
2168.049931771, 0.999469427,
2168.090795486, 0.999446236,
2168.111227344, 0.999641758,
2168.131659200, 0.999608814,
2168.152091057, 0.999617390,
2168.172522913, 0.999568614,
2168.192954769, 0.999457637,
2168.213386624, 0.999590525,
2168.233818479, 0.999530107,
2168.254250433, 0.999523711,
2168.274682187, 0.999615373,
2168.335977946, 0.999495926,
2168.356409799, 0.999604594,
2168.376841751, 0.999594604,
2168.397273602, 0.999662913,
2168.417705553, 0.999619270,
2168.438137304, 0.999629139,
2168.458569155, 0.999542533,
2168.479001104, 0.999484322,
2168.499432854, 0.999527345,
2168.519864703, 0.999415502,
2168.540296652, 0.999387413,
2168.581160248, 0.999777561,
2168.601592196, 0.999545523,
2168.622024043, 0.999593288,
2168.642455790, 0.999490649,
2168.662887736, 0.999665310,
2168.703751328, 0.999704303,
2168.724183273, 0.999627903,
2168.744615118, 0.999533022,
2168.765046862, 0.999532315,
2168.785478806, 0.999608220,
2168.846774335, 0.999673332,
2168.867206078, 0.999567277,
2168.887637920, 0.999647388,
2168.908069861, 0.999583328,
2168.928501602, 0.999646238,
2168.948933543, 0.999550131,
2168.969365383, 0.999790507,
2168.989797124, 0.999574287,
2169.010229063, 0.999661802,
2169.030660902, 0.999744277,
2169.071524580, 0.999686403,
2169.091956418, 0.999636089,
2169.112388255, 0.999827812,
2169.132820093, 0.999627430,
2169.153251929, 0.999799824,
2169.173683766, 0.999662355,
2169.194115702, 0.999597880,
2169.214547437, 0.999647148,
2169.234979273, 0.999651108,
2169.255411208, 0.999558931,
2169.275842942, 0.999605290,
2169.316706710, 0.999721037,
2169.337138443, 0.999608396,
2169.357570276, 0.999639839,
2169.378002208, 0.999788360,
2169.398433941, 0.999657656,
2169.418865872, 0.999570668,
2169.439297704, 0.999668221,
2169.459729535, 0.997287651,
2169.480161365, 0.991367175,
2169.500593095, 0.990634442,
2169.521025025, 0.995389098,
2169.561888684, 0.999603209,
2169.582320412, 0.999652256,
2169.602752340, 0.999596488,
2169.623184168, 0.999602616,
2169.643615896, 0.999620574,
2169.664047823, 0.999615363,
2169.684479649, 0.999646701,
2169.704911376, 0.999610067,
2169.725343302, 0.999659160,
2169.745775127, 0.999661364,
2169.766206852, 0.999642048,
2169.807070601, 0.999916362,
2169.827502325, 0.999707144,
2169.847934249, 0.999821450,
2169.868366072, 0.999687108,
2169.888797995, 0.999694746,
2169.909229717, 0.999742006,
2169.929661539, 0.999725379,
2169.950093461, 0.999790893,
2169.970525182, 0.999679225,
2169.990957003, 0.999817419,
2170.052252463, 0.999671415,
2170.072684383, 0.999786254,
2170.093116201, 0.999692010,
2170.113547920, 0.999706944,
2170.133979838, 0.999714150,
2170.154411656, 0.999675525,
2170.174843373, 0.999713062,
2170.195275290, 0.999652720,
2170.215707107, 0.999629873,
2170.236138823, 0.999659610,
2170.256570739, 0.999708437,
2170.297434270, 0.999700015,
2170.317866184, 0.999672639,
2170.338297899, 0.999666928,
2170.358729713, 0.999690328,
2170.379161626, 0.999679969,
2170.399593439, 0.999715320,
2170.420025252, 0.999664316,
2170.440457065, 0.999562801,
2170.460888877, 0.999645415,
2170.481320688, 0.999768307,
2170.501752500, 0.999648994,
2170.522184311, 0.999630837,
2170.542616221, 0.999650119,
2170.563047931, 0.999601094,
2170.583479741, 0.999713947,
2170.603911651, 0.999683502,
2170.624343360, 0.999656077,
2170.644775168, 0.999642940,
2170.665207077, 0.999591290,
2170.685638784, 0.999688891,
2170.706070592, 1.001052721,
2170.726502499, 1.002315565,
2170.787797918, 0.999738447,
2170.808229624, 0.999648870,
2170.869525138, 0.999765861,
2170.889956943, 0.999678704,
2170.910388746, 0.999765553,
2170.930820549, 0.999744383,
2170.951252352, 0.999791958,
2170.971684155, 0.999783962,
2171.032979561, 0.999703756,
2171.053411262, 0.999636791,
2171.073843163, 0.999844569,
2171.094274963, 0.999689694,
2171.114706663, 0.999807221,
2171.135138563, 0.999839010,
2171.155570362, 0.999753021,
2171.176002061, 0.999833736,
2171.196433959, 0.999772780,
2171.216865757, 0.999829699,
2171.237297555, 0.999815151,
2171.278161149, 0.999813979,
2171.298592946, 0.999658408,
2171.319024742, 0.999712802,
2171.339456538, 0.999882706,
2171.359888434, 0.999820158,
2171.380320229, 0.999912646,
2171.400751924, 0.999708355,
2171.421183818, 0.999655439,
2171.441615612, 0.999859902,
2171.462047306, 0.999736612,
2171.482479199, 0.999787826,
2171.523342685, 0.999751967,
2171.543774577, 0.999780937,
2171.564206369, 0.999797400,
2171.584638060, 0.999919965,
2171.605069951, 0.999802868,
2171.625501742, 0.999809158,
2171.645933432, 0.999770121,
2171.666365323, 0.999850940,
2171.686797112, 0.999927224,
2171.727660690, 0.999859152,
2171.748092479, 0.999857218,
2171.768524167, 0.999944657,
2171.788956055, 0.999842444,
2171.809387842, 0.999899269,
2171.829819629, 0.999888058,
2171.850251416, 1.000012397,
2171.870683202, 0.999842089,
2171.891114988, 0.999899269,
2171.911546774, 0.999990163,
2171.931978559, 0.999883696,
2171.952410444, 0.995940249,
2172.013705796, 0.998379416,
2172.034137480, 0.999911744,
2172.054569263, 0.999896136,
2172.075001145, 0.999943993,
2172.095432828, 0.999912222,
2172.115864610, 0.999969164,
2172.136296491, 1.000000238,
2172.156728173, 0.999887187,
2172.177159954, 1.000011161,
2172.197591834, 0.999958921,
2172.258887173, 0.999875300,
2172.279318953, 0.999904164,
2172.299750731, 0.999883041,
2172.320182510, 0.999910836,
2172.340614288, 1.000002959,
2172.361046065, 0.999975445,
2172.381477843, 0.999946574,
2172.401909620, 0.999930843,
2172.422341396, 0.999918112,
2172.442773172, 0.999830561,
2172.463204948, 0.999896668,
2172.483636724, 0.999855997,
2172.504068499, 0.999842812,
2172.524500173, 0.999905759,
2172.544932048, 0.999897027,
2172.565363822, 1.000004377,
2172.585795595, 0.999862161,
2172.606227369, 0.999945403,
2172.626659142, 1.000047747,
2172.647090914, 0.999877315,
2172.667522687, 1.000001632,
2172.687954459, 0.999974711,
2172.708386330, 1.000060958,
2172.749249772, 1.000057817,
2172.769681643, 0.999985525,
2172.790113413, 1.000028536,
2172.810545083, 0.999991796,
2172.830976952, 0.999953065,
2172.851408721, 0.999904748,
2172.871840390, 1.000079229,
2172.892272258, 1.000122725,
2172.912704026, 0.999919903,
2172.933135694, 1.000003084,
2172.953567561, 1.000038665,
2172.973999328, 1.000083749,
2172.994430994, 1.000061046,
2173.014862861, 1.000032189,
2173.035294627, 1.000140773,
2173.055726392, 1.000049791,
2173.076158157, 1.000152795,
2173.117021687, 1.000192342,
2173.157885214, 1.000215114,
2173.178316978, 1.000240079,
2173.198748741, 1.000085750,
2173.239612366, 1.000128096,
2173.260044028, 1.000104525,
2173.280475790, 1.000130415,
2173.300907651, 1.000242203,
2173.321339312, 1.000230569,
2173.341771073, 1.000199808,
2173.362202933, 1.000227262,
2173.382634593, 1.000219354,
2173.403066352, 1.000121559,
2173.443929871, 1.000205950,
2173.484793487, 1.000075844,
2173.505225145, 1.000163213,
2173.525656903, 1.000251969,
2173.546088760, 1.000258642,
2173.566520416, 1.000238028,
2173.586952273, 1.000301067,
2173.607384029, 1.000200817,
2173.627815785, 1.000141870,
2173.648247540, 1.000221242,
2173.668679295, 1.000161543,
2173.689111050, 1.000298287,
2173.729974558, 1.000104280,
2173.750406312, 1.000265273,
2173.770838165, 1.000216951,
2173.811701571, 1.000305259,
2173.832133423, 1.000238808,
2173.852565075, 1.000331673,
2173.872996827, 1.000207099,
2173.893428578, 1.000250011,
2173.913860329, 1.000202147,
2173.934291980, 1.000215731,
2173.954723830, 1.000185256,
2173.995587429, 1.000369939,
2174.016019079, 1.000293209,
2174.036450827, 1.000313475,
2174.056882676, 1.000327100,
2174.077314424, 1.000161897,
2174.097746072, 1.000233826,
2174.118177920, 1.000073254,
2174.138609667, 1.000232512,
2174.159041314, 1.000110254,
2174.220336552, 1.000230740,
2174.240768398, 1.000196510,
2174.261200143, 1.000247187,
2174.281631787, 1.000228533,
2174.302063632, 1.000327954,
2174.322495376, 1.000189461,
2174.342927020, 1.000195462,
2174.363358863, 1.000284069,
2174.383790607, 1.000233969,
2174.404222249, 1.000151770,
2174.485949317, 0.994826798,
2174.506381058, 1.000065245,
2174.526812799, 1.000308051,
2174.547244639, 1.000210030,
2174.567676279, 1.000238475,
2174.588108019, 1.000230707,
2174.608539758, 1.000195421,
2174.628971498, 1.000267317,
2174.649403336, 1.000201865,
2174.669834975, 1.000237426,
2174.690266713, 1.000192395,
2174.710698551, 1.000126648,
2174.731130188, 1.000185796,
2174.751561925, 1.000124586,
2174.771993762, 1.000236605,
2174.792425398, 1.000083408,
2174.812857134, 1.000163917,
2174.833288970, 1.000140152,
2174.853720605, 1.000160898,
2174.874152441, 1.000174323,
2174.894584175, 1.000291510,
2174.915015910, 1.000099616,
2174.955879377, 1.000186782,
2174.976311111, 1.000074061,
2174.996742844, 1.000105607,
2175.017174577, 1.000240903,
2175.037606309, 1.000210445,
2175.058038141, 1.000147897,
2175.078469773, 1.000256367,
2175.098901504, 1.000186730,
2175.119333336, 1.000260795,
2175.139764966, 1.000251308,
2175.201060157, 1.000200478,
2175.221491886, 1.000241286,
2175.241923715, 1.000078209,
2175.262355344, 1.000198166,
2175.303218901, 1.000246560,
2175.323650529, 1.000260188,
2175.344082356, 1.000245288,
2175.364513983, 1.000258440,
2175.384945710, 1.000247615,
2175.405377537, 1.000241396,
2175.466672714, 1.000110182,
2175.487104440, 1.000284832,
2175.507536065, 1.000255180,
2175.527967889, 1.000298656,
2175.548399613, 1.000286410,
2175.568831237, 1.000230571,
2175.589263061, 1.000338774,
2175.609694784, 1.000542073,
2175.630126407, 1.000346241,
2175.650558230, 1.000339102,
2175.670989952, 1.000359248,
2175.691421774, 1.000314542,
2175.711853396, 1.000289587,
2175.732285117, 1.000340908,
2175.752716938, 1.000405160,
2175.773148559, 1.000366107,
2175.793580279, 1.000405264,
2175.834443719, 1.000516889,
2175.854875438, 1.000418561,
2175.875307258, 1.000410573,
2175.895738976, 1.000323563,
2175.916170595, 1.000502849,
2175.957034131, 1.000359638,
2175.977465748, 1.000495094,
2175.997897565, 1.000455432,
2176.018329182, 1.000570788,
2176.038760899, 1.000531972,
2176.059192715, 1.000533723,
2176.079624431, 1.000431814,
2176.100056146, 1.000579549,
2176.120487862, 1.000472803,
2176.181783006, 1.000442120,
2176.202214620, 1.000492698,
2176.222646433, 1.000529906,
2176.243078147, 1.000611930,
2176.283941572, 1.000584754,
2176.324804997, 1.000569349,
2176.345236709, 1.000640214,
2176.365668420, 1.000600181,
2176.426963553, 1.000475866,
2176.447395263, 1.000451158,
2176.467827073, 1.000462208,
2176.488258682, 1.000422508,
2176.508690492, 1.000511016,
2176.529122201, 1.000393029,
2176.549553809, 1.000455701,
2176.569985618, 1.000488775,
2176.590417326, 1.000492833,
2176.610848933, 1.000541388,
2176.672144055, 1.000440947,
2176.692575861, 1.000491775,
2176.713007567, 1.001244853,
2176.733439173, 1.000589501,
2176.753870979, 1.000588393,
2176.774302584, 1.000536913,
2176.794734289, 1.000482263,
2176.815166093, 1.000451996,
2176.835597798, 1.000536468,
2176.856029402, 1.000489707,
2176.876461205, 1.000504201,
2176.896892909, 1.000474269,
2176.917324612, 0.996606041,
2176.937756314, 0.991630324,
2176.958188017, 0.992084169,
2176.978619819, 0.997715996,
2177.019483122, 1.000548961,
2177.039914924, 1.000434560,
2177.060346524, 1.000488850,
2177.080778225, 1.000460375,
2177.162505124, 1.000524833,
2177.182936723, 1.000607686,
2177.203368422, 1.000486195,
2177.223800221, 1.000533489,
2177.244231819, 1.000586087,
2177.264663517, 1.000518504,
2177.285095314, 1.000500812,
2177.305527011, 1.000576834,
2177.325958708, 1.000581354,
2177.346390405, 1.000378577,
2177.366822101, 1.000495614,
2177.407685493, 1.000417742,
2177.428117188, 1.000423197,
2177.448548984, 1.000488014,
2177.468980578, 1.000432464,
2177.489412273, 1.000455607,
2177.509843967, 1.000445167,
2177.530275661, 1.000295223,
2177.550707254, 1.000484636,
2177.571139048, 1.000540001,
2177.591570741, 1.000442192,
2177.652865818, 1.000427859,
2177.673297510, 1.000496799,
2177.693729201, 1.000425707,
2177.714160892, 1.000429269,
2177.734592683, 1.000444033,
2177.755024274, 1.000358340,
2177.775455964, 1.000454495,
2177.795887754, 1.000397341,
2177.816319444, 1.000429095,
2177.898046100, 1.000406646,
2177.918477888, 1.000329202,
2177.938909576, 1.000416650,
2177.959341164, 1.000437700,
2177.979772951, 1.000349652,
2178.000204638, 1.000572941,
2178.020636225, 1.000314147,
2178.041068011, 1.001064210,
2178.061499697, 1.000343237,
2178.081931283, 1.000424882,
2178.102363069, 1.000291913,
2178.122794754, 1.000386990,
2178.143226439, 1.000357268,
2178.163658124, 1.000355699,
2178.184089808, 1.000336821,
2178.204521492, 1.000470184,
2178.224953176, 1.000361913,
2178.245384859, 1.000297278,
2178.265816542, 1.000419031,
2178.286248226, 1.000325006,
2178.306679908, 1.000311166,
2178.327111590, 1.000301761,
2178.347543273, 1.000457106,
2178.367974954, 1.000272901,
2178.388406736, 1.000400459,
2178.408838317, 1.000326921,
2178.429269998, 1.000252866,
2178.449701778, 1.000275974,
2178.470133359, 1.000262784,
2178.490565038, 1.000352201,
2178.510996818, 1.000275711,
2178.531428398, 1.000343395,
2178.551860177, 1.000243526,
2178.572291856, 1.000340122,
2178.592723434, 1.000261205,
2178.633586890, 1.000095931,
2178.654018568, 1.000134912,
2178.674450245, 1.000263606,
2178.694881923, 1.000158428,
2178.715313599, 1.000223388,
2178.735745276, 1.000210381,
2178.756176952, 1.000160141,
2178.776608628, 1.000084819,
2178.797040404, 1.000177434,
2178.817471979, 1.000113735,
2178.837903654, 1.000085971,
2178.858335429, 1.000654767,
2178.878767004, 1.000303808,
2178.899198778, 1.000150281,
2178.919630352, 1.000227485,
2178.940062025, 1.000085575,
2178.960493799, 1.000130791,
2178.980925372, 1.000264771,
2179.001357045, 1.000167522,
2179.021788817, 1.000272538,
2179.042220389, 1.000202973,
2179.062652062, 1.000224149,
2179.083083833, 1.000073472,
2179.123947076, 1.000040666,
2179.144378847, 1.000202279,
2179.164810417, 1.000266587,
2179.185242087, 1.000192074,
2179.205673857, 1.000099020,
2179.226105527, 1.000022910,
2179.246537096, 1.000131581,
2179.266968866, 1.000215120,
2179.287400534, 1.000223329,
2179.307832303, 1.000082443,
2179.328263871, 1.000123670,
2179.369127307, 1.000143788,
2179.389558875, 0.999482424,
2179.409990542, 0.993458552,
2179.430422309, 0.990908609,
2179.450853875, 0.993627591,
2179.471285542, 0.999593148,
2179.512148874, 1.000250276,
2179.532580539, 0.999996172,
2179.553012304, 1.000061530,
2179.573443869, 1.000055778,
2179.593875534, 1.000129758,
2179.614307298, 1.000119859,
2179.634738863, 1.000164715,
2179.655170626, 1.000217384,
2179.675602290, 1.000101021,
2179.696033853, 1.000152201,
2179.716465616, 1.000219560,
2179.736897279, 1.000124886,
2179.757328841, 1.000142102,
2179.777760604, 1.000080056,
2179.798192266, 1.000138859,
2179.818623827, 1.001208570,
2179.839055588, 1.000162440,
2179.859487250, 1.000311493,
2179.879918810, 1.000149122,
2179.900350571, 1.000060895,
2179.920782231, 1.000123156,
2179.941213791, 1.000129366,
2179.982077210, 1.000128551,
2180.002508970, 1.000131851,
2180.022940528, 1.000270943,
2180.043372187, 1.000211839,
2180.063803946, 1.000271861,
2180.104667161, 1.000213789,
2180.125098919, 1.000126042,
2180.145530576, 1.000382421,
2180.165962133, 1.000234922,
2180.186393890, 1.000113727,
2180.206825547, 1.000136263,
2180.227257103, 1.000270198,
2180.247688859, 1.000379511,
2180.288552070, 1.000182512,
2180.308983825, 1.000177264,
2180.349847034, 1.000485176,
2180.370278789, 1.000221299,
2180.390710343, 1.000223368,
2180.411142097, 1.000193608,
2180.431573750, 1.000102781,
2180.452005303, 1.000186765,
2180.472437056, 1.000182035,
2180.492868709, 1.000186890,
2180.513300362, 1.000232745,
2180.533732014, 1.000191230,
2180.554163666, 1.000235075,
2180.574595317, 1.000335821,
2180.595026969, 1.000326834,
2180.615458620, 1.000190512,
2180.635890271, 1.000112702,
2180.656322021, 1.000246507,
2180.676753572, 1.000258786,
2180.697185222, 1.000284793,
2180.717616972, 1.000322982,
2180.738048521, 1.000280966,
2180.758480270, 1.000249671,
2180.778911919, 1.000143382,
2180.799343468, 1.000249214,
2180.819775217, 1.000287690,
2180.840206865, 1.000294849,
2180.860638413, 1.000186805,
2180.881070160, 1.000274162,
2180.901501808, 1.000032490,
2180.921933355, 1.000272530,
2180.942365102, 1.000232113,
2180.962796749, 1.000136278,
2180.983228395, 1.000219490,
2181.003660041, 1.000145180,
2181.024091687, 1.000258855,
2181.044523333, 1.000163420,
2181.064954978, 1.000298516,
2181.085386623, 1.000303832,
2181.105818268, 1.000235103,
2181.126249913, 1.000119411,
2181.146681557, 1.000186433,
2181.167113201, 1.000167487,
2181.187544845, 1.000181629,
2181.207976488, 1.000277298,
2181.228408232, 1.000266456,
2181.248839775, 1.000309208,
2181.269271417, 1.000156771,
2181.330566344, 1.000216625,
2181.350998086, 1.000286344,
2181.371429627, 1.000255598,
2181.391861269, 1.000366488,
2181.412293010, 1.000311226,
2181.432724550, 1.000271327,
2181.453156191, 1.000198840,
2181.473587931, 1.000244362,
2181.494019571, 1.000187774,
2181.514451211, 1.000335826,
2181.534882850, 1.000325732,
2181.555314490, 1.000200757,
2181.575746128, 1.000163835,
2181.596177767, 1.000234569,
2181.616609405, 1.000196338,
2181.637041044, 1.000165417,
2181.657472682, 1.000136714,
2181.677904319, 1.000228593,
2181.698336057, 1.000291469,
2181.718767594, 1.000228961,
2181.739199231, 1.000200411,
2181.820925776, 1.000199894,
2181.841357412, 1.000224931,
2181.861789147, 1.000257094,
2181.882220682, 0.997661378,
2181.902652317, 0.991754416,
2181.923084052, 0.991482264,
2181.943515586, 0.996605614,
2181.963947221, 1.000268996,
2181.984378955, 1.000288404,
2182.004810488, 1.000345937,
2182.025242122, 1.000346263,
2182.045673855, 1.000214067,
2182.066105488, 1.000266528,
2182.086537020, 1.000348780,
2182.106968753, 1.000367621,
2182.127400385, 1.000161360,
2182.147831917, 1.000366895,
2182.168263649, 1.000272182,
2182.188695280, 1.000385512,
2182.209127012, 1.000302635,
2182.229558542, 1.000215539,
2182.249990173, 1.000416572,
2182.270421904, 1.000240965,
2182.290853434, 1.000348383,
2182.311285064, 1.000509722,
2182.331716794, 1.000303261,
2182.352148323, 1.000435626,
2182.372579952, 1.000298036,
2182.393011681, 1.000233749,
2182.413443210, 1.000316209,
2182.433874839, 1.000316898,
2182.454306467, 1.000248083,
2182.474738095, 1.000221617,
2182.495169723, 1.000237408,
2182.515601450, 1.000271898,
2182.536032978, 1.000278048,
2182.556464705, 1.000263512,
2182.576896332, 1.000463055,
2182.597327858, 1.000416673,
2182.617759585, 1.000435310,
2182.638191211, 1.000193123,
2182.658622737, 1.000295796,
2182.679054462, 1.000402804,
2182.699486088, 1.000348751,
2182.740349338, 1.000450400,
2182.760780962, 1.000287376,
2182.801644211, 1.000419804,
2182.822075835, 1.000365441,
2182.842507359, 1.000301992,
2182.862939082, 1.000315472,
2182.883370706, 1.000317708,
2182.903802429, 1.000371429,
2182.924233951, 1.000445998,
2182.944665574, 1.000341065,
2182.965097296, 1.000440938,
2182.985528818, 1.000408316,
2183.005960440, 1.000225529,
2183.026392162, 1.000368116,
2183.046823783, 1.000268469,
2183.067255304, 1.000524143,
2183.087687025, 1.000396167,
2183.108118646, 1.000471035,
2183.128550166, 1.000318961,
2183.148981886, 1.000417972,
2183.169413406, 1.000412265,
2183.189845026, 1.000481827,
2183.210276745, 1.000417863,
2183.230708265, 1.000430687,
2183.251139984, 1.000310798,
2183.292003121, 1.000410847,
2183.312434839, 1.000531882,
2183.332866457, 1.000465137,
2183.353297975, 1.000396531,
2183.373729693, 1.000463599,
2183.394161310, 1.000390658,
2183.414592927, 1.000326407,
2183.435024544, 1.000561507,
2183.455456161, 1.000437910,
2183.475887778, 1.000410661,
2183.557614341, 1.000437578,
2183.578045856, 1.000523584,
2183.598477572, 1.000522718,
2183.618909186, 1.000542217,
2183.639340701, 1.000502980,
2183.659772416, 1.000312604,
2183.680204030, 1.000595420,
2183.700635544, 1.000430257,
2183.721067257, 1.000503482,
2183.741498871, 1.000435367,
2183.782362097, 1.000502980,
2183.802793710, 1.000441728,
2183.823225223, 1.000467988,
2183.843656935, 1.000484339,
2183.864088547, 1.000574892,
2183.884520159, 1.000349012,
2183.904951771, 1.000388918,
2183.925383382, 1.000428892,
2183.945814993, 1.000425293,
2183.966246605, 1.000413844,
2183.986678215, 1.000325931,
2184.007109826, 1.000369112,
2184.027541436, 1.000444669,
2184.047973046, 1.000372805,
2184.068404756, 1.000311791,
2184.088836266, 1.000311456,
2184.109267876, 1.000403269,
2184.129699585, 1.000424375,
2184.150131094, 1.000546938,
2184.170562702, 1.000537089,
2184.190994411, 1.000445937,
2184.211425919, 1.000350299,
2184.272720743, 1.000619079,
2184.293152451, 1.000419165,
2184.313584058, 1.000467200,
2184.334015565, 1.000415686,
2184.354447272, 1.000146127,
2184.374878878, 0.994734053,
2184.395310485, 0.991218581,
2184.415742091, 0.993079135,
2184.436173697, 0.999287830,
2184.456605303, 1.000620988,
2184.477036908, 1.000531885,
2184.497468513, 1.000560659,
2184.517900118, 1.000397802,
2184.538331823, 1.000507227,
2184.558763328, 1.000563219,
2184.579194932, 1.000567352,
2184.599626637, 1.000610292,
2184.620058141, 1.000485185,
2184.640489844, 1.000510506,
2184.660921348, 1.000518252,
2184.681352951, 1.000557043,
2184.701784654, 1.000636128,
2184.722216157, 1.000586088,
2184.742647760, 1.000661586,
2184.763079462, 1.000618326,
2184.783510965, 1.000575634,
2184.803942567, 1.000650751,
2184.824374269, 1.000590479,
2184.844805770, 1.000591484,
2184.865237372, 1.000472441,
2184.885669073, 1.000549325,
2184.906100674, 1.000534722,
2184.926532175, 1.000425022,
2184.946963875, 1.000547830,
2185.008258676, 1.000632173,
2185.028690275, 1.000639290,
2185.049121975, 1.000666971,
2185.069553474, 1.000781954,
2185.089985073, 1.000865119,
2185.110416772, 1.000658725,
2185.130848271, 1.000555237,
2185.151279869, 1.000612827,
2185.171711568, 1.000617569,
2185.192143066, 1.000645263,
2185.212574664, 1.000651331,
2185.253437859, 1.000650455,
2185.273869456, 1.000648216,
2185.294301153, 1.000530994,
2185.314732649, 1.000645711,
2185.335164346, 1.000563107,
2185.355595842, 1.000601522,
2185.376027539, 1.000601176,
2185.396459135, 1.000722891,
2185.416890731, 1.000597299,
2185.437322226, 1.000678566,
2185.457753921, 1.000641813,
2185.519048706, 1.000663791,
2185.539480301, 1.000562582,
2185.559911795, 1.000559605,
2185.580343489, 1.000524719,
2185.600775083, 1.000647519,
2185.621206777, 1.000698485,
2185.641638270, 1.000634838,
2185.662069864, 1.000708362,
2185.682501557, 1.000603006,
2185.702933050, 1.000742163,
2185.723364642, 1.000716036,
2185.743796335, 1.000734629,
2185.764227827, 1.000716195,
2185.784659419, 1.000681792,
2185.825522603, 1.000674724,
2185.845954194, 1.000740195,
2185.866385886, 1.000686341,
2185.886817477, 1.000759043,
2185.907248968, 1.000655431,
2185.927680658, 1.000715931,
2185.948112249, 1.000735281,
2185.968543839, 1.000752723,
2185.988975429, 1.000782609,
2186.009407019, 1.000773191,
2186.029838609, 1.000913989,
2186.050270198, 1.000671502,
2186.070701688, 1.000799141,
2186.091133377, 1.000709682,
2186.111564966, 1.000795636,
2186.131996455, 1.000797490,
2186.152428143, 1.000707037,
2186.172859732, 1.000798559,
2186.193291220, 1.000884476,
2186.234154495, 1.000789941,
2186.254586083, 1.000747792,
2186.275017670, 1.000727315,
2186.295449257, 1.000768054,
2186.315880944, 1.000758044,
2186.336312431, 1.000732790,
2186.356744018, 1.000920360,
2186.377175704, 1.000783269,
2186.397607190, 1.000782172,
2186.418038776, 1.000772064,
2186.438470462, 1.000723137,
2186.458902048, 1.000800930,
2186.479333533, 1.000796131,
2186.499765218, 1.000700522,
2186.520196803, 1.000798696,
2186.540628288, 1.000703085,
2186.561059973, 1.000825592,
2186.581491557, 1.000752793,
2186.601923241, 1.000798186,
2186.622354725, 1.000765529,
2186.642786309, 1.000888695,
2186.663217993, 1.000911195,
2186.724512643, 1.000699596,
2186.744944226, 1.000837064,
2186.765375809, 1.000681999,
2186.785807391, 1.000747427,
2186.806238974, 1.000698059,
2186.826670556, 1.000786931,
2186.847102138, 0.999006050,
2186.867533719, 0.992926513,
2186.887965301, 0.991535197,
2186.908396883, 0.995778428,
2186.928828464, 1.000643493,
2186.949260145, 1.000720171,
2186.969691726, 1.000705722,
2186.990123206, 1.000698324,
2187.010554887, 1.000913442,
2187.030986467, 1.000845345,
2187.051417947, 1.000746388,
2187.071849627, 1.000792061,
2187.092281207, 1.000862330,
2187.112712687, 1.000885306,
2187.133144366, 1.000830907,
2187.153575945, 1.000770546,
2187.174007424, 1.000795630,
2187.214870682, 1.000791716,
2187.235302160, 1.000774573,
2187.255733838, 1.000796336,
2187.276165417, 1.000728847,
2187.296597094, 1.000847419,
2187.317028572, 1.000837422,
2187.337460150, 1.000724350,
2187.357891827, 1.000862111,
2187.378323304, 1.000845326,
2187.398754881, 1.000840162,
2187.419186558, 1.000789877,
2187.439618035, 1.000812831,
2187.460049611, 1.000779681,
2187.480481288, 1.000759230,
2187.500912764, 1.000822405,
2187.521344340, 1.000918100,
2187.541776015, 1.000880038,
2187.562207491, 1.000862518,
2187.582639166, 1.000885095,
2187.603070741, 1.000854710,
2187.623502217, 1.000790783,
2187.643933891, 1.000954325,
2187.664365466, 1.000894524,
2187.684796941, 1.000852735,
2187.705228615, 1.000882115,
2187.725660189, 1.000864775,
2187.746091663, 1.000852299,
2187.766523337, 1.000892084,
2187.786954911, 1.000869652,
2187.807386484, 1.000881299,
2187.827818057, 1.000773599,
2187.848249630, 1.001079414,
2187.868681303, 1.000868179,
2187.889112776, 1.000950077,
2187.909544349, 1.000892199,
2187.929976021, 1.000956198,
2187.970839065, 1.000951551,
2187.991270737, 1.000979183,
2188.011702309, 1.000859668,
2188.032133781, 1.000925623,
2188.072997023, 1.000788388,
2188.093428494, 1.000850649,
2188.113860165, 1.000974729,
2188.134291736, 1.000904056,
