BJD - 2454833, Corrected Flux
2209.485245519, 1.001969127,
2209.526108697, 1.001744991,
2209.546540136, 1.001867606,
2209.566971676, 1.001895640,
2209.587403315, 1.001912489,
2209.607834755, 1.001897448,
2209.628266294, 1.001857694,
2209.648697934, 1.001978749,
2209.669129474, 1.001881749,
2209.689561014, 1.001955668,
2209.709992554, 1.001964867,
2209.730424094, 1.001934710,
2209.771287175, 1.001975299,
2209.791718716, 1.002023300,
2209.812150356, 1.002024381,
2209.832581797, 1.002010568,
2209.853013338, 1.001872222,
2209.873444879, 1.002047797,
2209.893876420, 1.002033554,
2209.914308061, 1.001902453,
2209.934739503, 1.002063295,
2209.955171044, 1.002116644,
2209.975602686, 1.002138573,
2210.016465670, 1.002134785,
2210.036897311, 1.002237905,
2210.057328754, 1.002205811,
2210.077760396, 1.002138967,
2210.098191938, 1.002213733,
2210.118623381, 1.002174274,
2210.139055023, 1.002311784,
2210.159486566, 1.002235145,
2210.179918109, 1.002163230,
2210.200349652, 1.002305519,
2210.220781195, 1.002311843,
2210.261644281, 1.002329414,
2210.282075825, 1.002342576,
2210.302507468, 1.002304610,
2210.322938912, 1.002388994,
2210.343370456, 1.002250220,
2210.363802100, 1.002329207,
2210.384233644, 1.002380408,
2210.404665088, 1.002371070,
2210.425096732, 1.002401976,
2210.445528277, 1.002423767,
2210.465959921, 1.002499338,
2210.486391366, 1.002433148,
2210.506822911, 1.002596419,
2210.527254456, 1.002473197,
2210.547686001, 1.002413927,
2210.568117546, 1.002543114,
2210.588549191, 1.002635700,
2210.608980637, 1.002454698,
2210.629412183, 1.002416228,
2210.649843728, 1.002538946,
2210.670275274, 1.002463755,
2210.690706920, 1.002502054,
2210.711138366, 1.002481086,
2210.752001559, 1.002658587,
2210.772433005, 1.002678858,
2210.792864552, 1.002705880,
2210.813296199, 1.002524173,
2210.833727745, 1.002706337,
2210.854159292, 1.002640487,
2210.874590840, 1.002792302,
2210.895022387, 1.002659266,
2210.915453934, 1.002622935,
2210.935885482, 1.002768699,
2210.956317029, 1.002705653,
2210.997180125, 1.002722373,
2211.017611673, 1.002709458,
2211.038043321, 1.002796890,
2211.058474770, 1.002705692,
2211.078906418, 1.002808845,
2211.099337967, 1.002836376,
2211.119769416, 1.002795755,
2211.140201064, 1.002784489,
2211.160632613, 1.002748201,
2211.181064063, 1.002817503,
2211.201495712, 1.002731436,
2211.242358811, 1.002780666,
2211.262790361, 1.002890958,
2211.283221810, 1.002862018,
2211.303653460, 1.002865444,
2211.324085010, 1.002772597,
2211.344516461, 1.002866484,
2211.364948111, 1.002804611,
2211.385379661, 1.002935746,
2211.405811212, 1.002922827,
2211.426242763, 1.002835988,
2211.446674314, 1.002876387,
2211.487537416, 1.002937159,
2211.507968967, 1.002861127,
2211.528400618, 1.002955684,
2211.548832170, 1.002882123,
2211.569263622, 1.002897881,
2211.589695274, 1.002859124,
2211.610126826, 1.002811076,
2211.630558378, 1.002978450,
2211.650989930, 1.002930814,
2211.671421483, 1.002870288,
2211.691853135, 1.000356958,
2211.732716141, 0.993720206,
2211.753147794, 0.998723512,
2211.773579247, 1.002829335,
2211.794010800, 1.002835682,
2211.814442454, 1.002798125,
2211.834873908, 1.002811285,
2211.855305561, 1.002938970,
2211.875737115, 1.002927689,
2211.896168569, 1.002877594,
2211.916600223, 1.002835973,
2211.937031678, 1.002875917,
2211.977894887, 1.002803921,
2211.998326342, 1.002912836,
2212.018757996, 1.002767209,
2212.039189552, 1.002808045,
2212.059621107, 1.002882727,
2212.080052662, 1.002770013,
2212.100484218, 1.002871240,
2212.120915773, 1.002808211,
2212.141347329, 1.002788165,
2212.161778885, 1.002894433,
2212.202642097, 1.002880640,
2212.223073554, 1.002825753,
2212.243505210, 1.002752662,
2212.284368224, 1.002896659,
2212.304799881, 1.002837187,
2212.325231438, 1.002699907,
2212.345662895, 1.002872581,
2212.366094553, 1.002889487,
2212.386526110, 1.002950264,
2212.406957768, 1.002789737,
2212.427389226, 1.002793122,
2212.468252442, 1.002752771,
2212.488683900, 1.002885371,
2212.509115459, 1.002822040,
2212.529547118, 1.002782618,
2212.549978576, 1.002737414,
2212.570410135, 1.002783710,
2212.590841695, 1.002936298,
2212.611273254, 1.002877929,
2212.631704913, 1.002836834,
2212.652136373, 1.002751944,
2212.672567933, 1.003014007,
2212.713431152, 1.002787441,
2212.754294273, 1.002717024,
2212.774725834, 1.002828194,
2212.795157294, 1.002914082,
2212.815588955, 1.003018073,
2212.836020516, 1.002969367,
2212.856452177, 1.002884637,
2212.876883638, 1.002861790,
2212.897315200, 1.002892628,
2212.917746862, 1.002883206,
2212.958609885, 1.002821050,
2212.979041547, 1.002871440,
2212.999473010, 1.002837621,
2213.019904672, 1.002759775,
2213.040336235, 1.002881346,
2213.060767697, 1.003214685,
2213.081199360, 1.003097260,
2213.101630923, 1.002864512,
2213.122062387, 1.002819206,
2213.142494050, 1.002782290,
2213.162925613, 1.002993591,
2213.203788741, 1.002746606,
2213.224220305, 1.002966327,
2213.244651869, 1.002743095,
2213.265083434, 1.002727907,
